"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PK8HFKFM","journalArticle","2025","Ritz, Thornton A; Farrell, John M","Temporal patterns of young-of-year fish emigration in Upper St. Lawrence River coastal wetlands in relation to environmental change","Journal of Great Lakes Research","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","102651","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H8TBC4BA","journalArticle","2025","Romero, David; Alfaro, Eric J","Systematic Biases in Tropical Drought Monitoring: Rethinking SPI Application in Mesoamerica's Humid Regions","Meteorology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","18","","3","4","","","","","","","","MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G3FJZ73N","journalArticle","2025","Thorstenson, Rome; Montgomery, James; Klimas, Christie","What's in your soil? A citywide investigation of the importance of soil lead for predicting elevated blood lead levels in Chicago","GeoHealth","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e2025GH001572","","10","9","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QTUHVXVF","journalArticle","2025","Khan, Shaheer; Vijayaraghavan, Vaijayanti; Talukdar, Gautam; Kumar, R Suresh; Habib, Bilal","Not All Those Who Wander Are Lost: Insights Into Movement Pattern of the Great Indian Bustard in the Deccan Landscape of India","Ecology and Evolution","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e71742","","7","15","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3WLXA42B","journalArticle","2025","Liang, Ruoyu; Maltby, Lorraine; Wang, Peifang; Shi, Yajuan; Liu, Weixia; Shao, Xiuqing; Qian, Li; Hu, Bin; Yin, Jinbao; Su, Chao","A tiered framework for ecological risk assessment of contaminants: from model species to local pollution-impacted assemblages","Environmental Pollution","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","127552","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NYUCMM52","journalArticle","2025","Johnston, John M; Jahne, Michael A","Quantitative microbial risk assessment of pathogen exposure from rainwater used in high-pressure vehicle washing","Journal of Water and Health","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","428–438","","3","23","","","","","","","","IWA Publishing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y9EID7S8","journalArticle","2025","Schutten, Kerry; Morrill, André; Chandrashekar, Akshaya; Lu, Zhe; Beeler-Marfisi, Janet; Provencher, Jennifer F; Jardine, Claire M","Benzotriazole UV-stabilizer exposure in ring-billed gulls from an urban, freshwater harbour in Lake Ontario, Canada: evaluating contaminant bioaccumulation and potential health impacts","Environmental Pollution","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","126945","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"798CWBEM","journalArticle","2025","Shively, Timothy J; Barney, Jacob N; Baudoin, Anton; Fearer, Carrie J; Reid, J Leighton; Salom, Scott M","Range expansion of a Verticillium nonalfalfae isolate suppresses Ailanthus altissima with variable results along environmental gradients","Forest Pathology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e70013","","2","55","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42SBZV28","journalArticle","2025","Cossin-Sevrin, Nina; Bocquet, Céline; Lemonnier, Camille; Faulmann, Thomas; Garcin, Natacha; Lejeune, Mathilde; Bize, Pierre; Robin, Jean-Patrice; Anttila, Katja; Ruuskanen, Suvi; others","Sexual dimorphism in red blood cell mitochondrial respiration during breeding fasts in king penguins","Ecological and evolutionary physiology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","96–110","","2","98","","","","","","","","The University of Chicago Press Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AKV76SXJ","journalArticle","2025","Li, Yudi; Magney, Troy; Armstrong, Alona; Hernandez, Rebecca R","Made in the shade: Leaf responses of native wildflowers to single-axis photovoltaic solar energy","Plants, People, Planet","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","","","","","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S9T458D5","journalArticle","2025","Guimarães, Luiza Pedrosa; do Amaral, Pedro Henrique Monteiro; da Gama Alves, Roberto","Taxonomic and functional diversity of oligochaetes in Neotropical springs: the influence of eucalyptus monocultures","Hydrobiologia","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","3013–3024","","12","852","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BPI5GCK5","journalArticle","2025","Blache, Nolwenn; Chalvet-Monfray, Karine; Kumlert, Rawadee; Hinjoy, Soawapak; Morand, Serge","Scrub typhus in Nan province (Thailand): Seventeen years of data to understand the impact of land cover change","PLoS Neglected Tropical Diseases","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e0013552","","9","19","","","","","","","","Public Library of Science San Francisco, CA USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WDV9JSH9","journalArticle","2025","Bloch, Itai; Troupin, David; Toledo, Sivan; Nathan, Ran; Sapir, Nir","Combining radio-telemetry and radar measurements to test optimal foraging in an aerial insectivore bird","Elife","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","RP96573","","","13","","","","","","","","eLife Sciences Publications, Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z6AKM83L","journalArticle","2025","Jahan, Israt; Scott, Trey J; Strassmann, Joan E; Queller, David C","Testing the coordination hypothesis: incompatibilities in aggregative development of an experimentally evolved social amoeba","Evolution Letters","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","236–248","","2","9","","","","","","","","Oxford University Press US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QEUWR3M2","journalArticle","2025","Minguito-Frutos, Mario; Arthur, Rohan; Boada, Jordi; Marco-Méndez, Candela; Adams, Matthew P; Pagès, Jordi F; Buñuel, Xavier; Pessarrodona, Albert; Turon, Xavier; Ballesteros, Enric; others","Grazing halos reveal differential ecosystem vulnerabilities in vegetated habitats","Ecology","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e70239","","11","106","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7LQV6H9","journalArticle","2025","Pedrosa Guimarães, Luiza; Henrique Monteiro do Amaral, Pedro; da Gama Alves, Roberto","Temporal dynamics of aquatic insects and oligochaetes in tropical springs","Inland Waters","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","1–11","","1","15","","","","","","","","Taylor & Francis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DXBTPIJJ","journalArticle","2025","González-Rodelas, Laura; Marín-García, Cristina; Romero, Clara; Pujol, Gala; Marín-Gual, Laia; Kratochvíl, Lukáš; Ruiz-Herrera, Aurora","Recombination plasticity in response to temperature variation in reptiles","PLoS Genetics","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e1011772","","8","21","","","","","","","","Public Library of Science San Francisco, CA USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8A82EZNI","journalArticle","2025","Carriquiry, I García; Silva, V; Inchausti, P; Niell, S; Pizzarossa, A Berro; Medina, M; Fernandez, G; Geissen, V","The effects of sequential herbicide applications on phosphorus cycling and mycorrhization in soybean: A two-year field study","Agriculture, Ecosystems & Environment","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","109754","","","392","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLLZTTP6","journalArticle","2025","Blanco-Pérez, Rubén; de Toro, María; Álvarez-Ortega, Sergio; Pou, Alícia; Sánchez-Moreno, Sara; Campos-Herrera, Raquel","Metabarcoding-based characterization of soil nematode communities to assess soil health in viticulture","Ecological Indicators","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","113696","","","176","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C2Q38LCX","journalArticle","2025","Yue, Bai; Niu, Kechang; Zi, Hongbiao; Zhao, Ning; Zhang, Zhenhua; He, Jin-Sheng","Functional trait space expansion explains productivity gains under moderate grazing","Oikos","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","e11342","","12","2025","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LPWWH8MQ","journalArticle","2025","Graciotti, Rodolfo P; Porto, Lucas MV; Gonçalves-Neto, Salatiel; Quental, Tiago B","Ecological and spatial overlap indicate interspecific competition during North American canid radiation","Evolution","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","1835–1847","","9","79","","","","","","","","Oxford University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3BGWZXRA","journalArticle","2025","Kwun, Min Jung; Ion, Alexandru V; Apagyi, Katinka J; Croucher, Nicholas J","Chromosomal curing drives an arms race between bacterial transformation and prophage","Molecular Biology and Evolution","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","msaf259","","11","42","","","","","","","","Oxford University Press UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HH3B2HCF","journalArticle","2025","Robins, Hope; Kerr, CC; Dutka, TL; Donald, JA; Macdonald, A; Collin, SP; Chapuis, Lucille","The effects of anthropogenic sound on behaviour and physiology in female Port Jackson sharks Heterodontus portusjacksoni (Elasmobranchii)","Marine Pollution Bulletin","","","","","","2025","2026-06-21 20:18:18","2026-06-21 20:18:18","","118525","","","221","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
